title,price,availability,rating,product_url,category,price_gbp
Green Eggs and Ham (Beginner Books B-16),Â£10.79,In stock,4,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,Childrens,10.79
"Grayson, Vol 3: Nemesis (Grayson #3)",Â£42.72,In stock,1,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,Sequential Art,42.72
Gratitude,Â£26.66,In stock,5,https://books.toscrape.com/catalogue/gratitude_163/index.html,Nonfiction,26.66
Gone Girl,Â£37.60,In stock,5,https://books.toscrape.com/catalogue/gone-girl_162/index.html,Default,37.6
Golden (Heart of Dread #3),Â£42.21,In stock,4,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,Young Adult,42.21
Girl in the Blue Coat,Â£46.83,In stock,2,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,Historical Fiction,46.83
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Â£45.17,In stock,2,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,Sequential Art,45.17
"Friday Night Lights: A Town, a Team, and a Dream",Â£51.22,In stock,3,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,Sports and Games,51.22
Fire Bound (Sea Haven/Sisters of the Heart #5),Â£21.28,In stock,4,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,Add a comment,21.28
Fifty Shades Freed (Fifty Shades #3),Â£15.36,In stock,5,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,Adult Fiction,15.36
Fellside,Â£38.62,In stock,1,https://books.toscrape.com/catalogue/fellside_155/index.html,Default,38.62
Extreme Prey (Lucas Davenport #26),Â£25.40,In stock,3,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,Mystery,25.4
Eragon (The Inheritance Cycle #1),Â£43.87,In stock,3,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html,Fantasy,43.87
Eclipse (Twilight #3),Â£18.74,In stock,1,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,Default,18.74
Dune (Dune #1),Â£54.86,In stock,1,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,Science Fiction,54.86
Dracula,Â£52.62,In stock,3,https://books.toscrape.com/catalogue/dracula_150/index.html,Default,52.62
Do Androids Dream of Electric Sheep? (Blade Runner #1),Â£51.48,In stock,1,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,Science Fiction,51.48
Disrupted: My Misadventure in the Start-Up Bubble,Â£15.28,In stock,5,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,Nonfiction,15.28
Dead Wake: The Last Crossing of the Lusitania,Â£39.24,In stock,5,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,Default,39.24
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Â£17.81,In stock,1,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,Default,17.81
Darkfever (Fever #1),Â£56.02,In stock,1,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html,Fantasy,56.02
Dark Places,Â£23.90,In stock,5,https://books.toscrape.com/catalogue/dark-places_144/index.html,Default,23.9
Crazy Rich Asians (Crazy Rich Asians #1),Â£49.13,In stock,5,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,Fiction,49.13
Counting Thyme,Â£10.62,In stock,1,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,Childrens,10.62
Cosmos,Â£36.17,In stock,2,https://books.toscrape.com/catalogue/cosmos_141/index.html,Add a comment,36.17
Civilization and Its Discontents,Â£59.95,In stock,2,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,Psychology,59.95
Cinder (The Lunar Chronicles #1),Â£26.09,In stock,1,https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html,Young Adult,26.09
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Â£37.35,In stock,2,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,Parenting,37.35
Career of Evil (Cormoran Strike #3),Â£24.72,In stock,2,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html,Mystery,24.72
Breaking Dawn (Twilight #4),Â£35.28,In stock,5,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,Default,35.28
Brave Enough,Â£51.32,In stock,5,https://books.toscrape.com/catalogue/brave-enough_135/index.html,Nonfiction,51.32
Boy Meets Boy,Â£21.12,In stock,3,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html,Young Adult,21.12
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Â£27.35,In stock,2,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,Nonfiction,27.35
Blink: The Power of Thinking Without Thinking,Â£21.74,In stock,5,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,Nonfiction,21.74
Black Flags: The Rise of ISIS,Â£40.87,In stock,1,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,Nonfiction,40.87
"Black Butler, Vol. 1 (Black Butler #1)",Â£49.31,In stock,1,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,Sequential Art,49.31
Big Little Lies,Â£22.11,In stock,1,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,Fiction,22.11
Between Shades of Gray,Â£20.79,In stock,5,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html,Historical Fiction,20.79
Best of My Love (Fool's Gold #20),Â£27.41,In stock,2,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,Romance,27.41
Beowulf,Â£38.35,In stock,2,https://books.toscrape.com/catalogue/beowulf_126/index.html,Classics,38.35
Beautiful Creatures (Caster Chronicles #1),Â£21.55,In stock,5,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,Default,21.55
Awkward,Â£38.02,In stock,2,https://books.toscrape.com/catalogue/awkward_124/index.html,Sequential Art,38.02
Ash,Â£22.06,In stock,4,https://books.toscrape.com/catalogue/ash_123/index.html,Fantasy,22.06
Are We There Yet?,Â£10.66,In stock,3,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,Childrens,10.66
Are We Smart Enough to Know How Smart Animals Are?,Â£56.58,In stock,1,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,Nonfiction,56.58
Annie on My Mind,Â£36.83,In stock,5,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html,Young Adult,36.83
And Then There Were None,Â£35.01,In stock,2,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,Classics,35.01
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Â£30.48,In stock,4,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,Nonfiction,30.48
A Visit from the Goon Squad,Â£14.08,In stock,5,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,Default,14.08
A Storm of Swords (A Song of Ice and Fire #3),Â£31.22,In stock,2,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,Fantasy,31.22
A Heartbreaking Work of Staggering Genius,Â£54.29,In stock,5,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,Autobiography,54.29
8 Keys to Mental Health Through Exercise,Â£31.04,In stock,1,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,Psychology,31.04
#GIRLBOSS,Â£50.96,In stock,1,https://books.toscrape.com/catalogue/girlboss_113/index.html,Add a comment,50.96
"The Suffragettes (Little Black Classics, #96)",Â£11.89,In stock,2,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,Nonfiction,11.89
The Sense of an Ending,Â£31.38,In stock,3,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html,Add a comment,31.38
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Â£54.81,In stock,1,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,Sequential Art,54.81
The Course of Love,Â£16.78,In stock,3,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,Fiction,16.78
Sugar Rush (Offensive Line #2),Â£24.42,In stock,1,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,Sports and Games,24.42
"Saga, Volume 2 (Saga (Collected Editions) #2)",Â£11.75,In stock,3,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,Sequential Art,11.75
"Run, Spot, Run: The Ethics of Keeping Pets",Â£20.02,In stock,1,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,Philosophy,20.02
New Moon (Twilight #2),Â£12.86,In stock,4,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html,Young Adult,12.86
Life,Â£31.58,In stock,5,https://books.toscrape.com/catalogue/life_104/index.html,Music,31.58
Kindle Paperwhite User's Guide,Â£34.00,In stock,3,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,Nonfiction,34.0
H is for Hawk,Â£57.42,In stock,5,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,Nonfiction,57.42
Girl Online On Tour (Girl Online #2),Â£53.47,In stock,1,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html,Young Adult,53.47
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Â£11.64,In stock,5,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,Sequential Art,11.64
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Â£52.88,In stock,4,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,Childrens,52.88
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Â£18.51,In stock,4,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,Sequential Art,18.51
While You Were Mine,Â£41.32,In stock,5,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html,Historical Fiction,41.32
Where Lightning Strikes (Bleeding Stars #3),Â£39.77,In stock,3,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html,Romance,39.77
When I'm Gone,Â£51.96,In stock,3,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,Fiction,51.96
Ways of Seeing,Â£39.51,In stock,5,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html,Art,39.51
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Â£15.40,In stock,1,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,Paranormal,15.4
Vampire Girl (Vampire Girl #1),Â£53.82,In stock,2,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html,Fantasy,53.82
Twenty Love Poems and a Song of Despair,Â£30.95,In stock,4,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html,Poetry,30.95
Travels with Charley: In Search of America,Â£57.82,In stock,5,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,Nonfiction,57.82
Three Wishes (River of Time: California #1),Â£44.18,In stock,2,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,Science Fiction,44.18
This One Moment (Pushing Limits #1),Â£48.71,In stock,1,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,Romance,48.71
The Zombie Room,Â£19.69,In stock,5,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,Default,19.69
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Â£36.52,In stock,2,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,Sequential Art,36.52
The Tumor,Â£41.56,In stock,5,https://books.toscrape.com/catalogue/the-tumor_85/index.html,Nonfiction,41.56
The Story of Hong Gildong,Â£43.19,In stock,4,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,Classics,43.19
The Silent Wife,Â£12.34,In stock,5,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,Fiction,12.34
The Silent Twin (Detective Jennifer Knight #3),Â£36.25,In stock,3,https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html,Fantasy,36.25
The Selfish Gene,Â£29.45,In stock,1,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html,Science,29.45
The Secret Healer,Â£34.56,In stock,3,https://books.toscrape.com/catalogue/the-secret-healer_80/index.html,Historical Fiction,34.56
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Â£54.12,In stock,3,https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,Sequential Art,54.12
The Republic,Â£33.78,In stock,3,https://books.toscrape.com/catalogue/the-republic_78/index.html,Add a comment,33.78
The Odyssey,Â£29.64,In stock,3,https://books.toscrape.com/catalogue/the-odyssey_77/index.html,Add a comment,29.64
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Â£57.70,In stock,4,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,Mystery,57.7
The Nicomachean Ethics,Â£36.34,In stock,1,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,Philosophy,36.34
The Name of the Wind (The Kingkiller Chronicle #1),Â£50.59,In stock,3,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,Default,50.59
The Mirror & the Maze (The Wrath and the Dawn #1.5),Â£29.38,In stock,1,https://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,Fantasy,29.38
The Little Prince,Â£45.42,In stock,2,https://books.toscrape.com/catalogue/the-little-prince_72/index.html,Classics,45.42
The Light of the Fireflies,Â£54.43,In stock,1,https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html,Add a comment,54.43
The Last Girl (The Dominion Trilogy #1),Â£36.26,In stock,2,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html,Science Fiction,36.26
The Iliad,Â£16.16,In stock,1,https://books.toscrape.com/catalogue/the-iliad_69/index.html,Add a comment,16.16
The Hook Up (Game On #1),Â£36.29,In stock,5,https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html,New Adult,36.29
The Haters,Â£27.89,In stock,5,https://books.toscrape.com/catalogue/the-haters_67/index.html,Young Adult,27.89
The Girl You Lost,Â£12.29,In stock,5,https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html,Mystery,12.29
The Girl In The Ice (DCI Erika Foster #1),Â£15.85,In stock,3,https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html,Mystery,15.85
The End of the Jesus Era (An Investigation #1),Â£14.40,In stock,1,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html,Nonfiction,14.4
The Edge of Reason (Bridget Jones #2),Â£19.18,In stock,4,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html,Womens Fiction,19.18
The Complete Maus (Maus #1-2),Â£10.64,In stock,3,https://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html,Sequential Art,10.64
The Communist Manifesto,Â£14.76,In stock,3,https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html,Add a comment,14.76
The Bhagavad Gita,Â£57.49,In stock,3,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,Religion,57.49
The Bette Davis Club,Â£30.66,In stock,3,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html,Fiction,30.66
The Art of Not Breathing,Â£40.83,In stock,4,https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html,Young Adult,40.83
Taking Shots (Assassins #1),Â£18.88,In stock,2,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html,Default,18.88
Starlark,Â£25.83,In stock,3,https://books.toscrape.com/catalogue/starlark_56/index.html,Historical Fiction,25.83
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Â£42.12,In stock,3,https://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html,Sequential Art,42.12
Sister Sable (The Mad Queen #1),Â£13.33,In stock,3,https://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html,Fantasy,13.33
Shatter Me (Shatter Me #1),Â£42.40,In stock,1,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html,Default,42.4
Shameless,Â£58.35,In stock,3,https://books.toscrape.com/catalogue/shameless_52/index.html,New Adult,58.35
Shadow Rites (Jane Yellowrock #10),Â£21.72,In stock,4,https://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html,Fantasy,21.72
Settling the Score (The Summer Games #1),Â£44.91,In stock,2,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html,Sports and Games,44.91
Sense and Sensibility,Â£37.46,In stock,1,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,Classics,37.46
"Saga, Volume 1 (Saga (Collected Editions) #1)",Â£28.48,In stock,1,https://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html,Sequential Art,28.48
"Rhythm, Chord & Malykhin",Â£28.34,In stock,2,https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html,Romance,28.34
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Â£46.96,In stock,5,https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,Sequential Art,46.96
Paradise Lost (Paradise #1),Â£24.96,In stock,1,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html,Default,24.96
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Â£21.71,In stock,4,https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html,Sequential Art,21.71
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Â£29.87,In stock,3,https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,Sequential Art,29.87
Origins (Alphas 0.5),Â£28.99,In stock,1,https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html,Fantasy,28.99
One Second (Seven #7),Â£52.94,In stock,2,https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html,Fantasy,52.94
On the Road (Duluoz Legend),Â£32.36,In stock,3,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html,Default,32.36
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Â£55.66,In stock,2,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,Music,55.66
Off Sides (Off #1),Â£39.45,In stock,5,https://books.toscrape.com/catalogue/off-sides-off-1_38/index.html,New Adult,39.45
Of Mice and Men,Â£47.11,In stock,2,https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html,Classics,47.11
Myriad (Prentor #1),Â£58.75,In stock,4,https://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html,Fantasy,58.75
My Perfect Mistake (Over the Top #1),Â£38.92,In stock,2,https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html,Romance,38.92
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Â£39.39,In stock,4,https://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,Sequential Art,39.39
Meditations,Â£25.89,In stock,2,https://books.toscrape.com/catalogue/meditations_33/index.html,Philosophy,25.89
Matilda,Â£28.34,In stock,1,https://books.toscrape.com/catalogue/matilda_32/index.html,Childrens,28.34
Lost Among the Living,Â£27.70,In stock,4,https://books.toscrape.com/catalogue/lost-among-the-living_31/index.html,Historical Fiction,27.7
Lord of the Flies,Â£24.89,In stock,3,https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html,Add a comment,24.89
Listen to Me (Fusion #1),Â£58.99,In stock,3,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html,Romance,58.99
Kitchens of the Great Midwest,Â£57.20,In stock,5,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html,Fiction,57.2
Jane Eyre,Â£38.43,In stock,5,https://books.toscrape.com/catalogue/jane-eyre_27/index.html,Default,38.43
Imperfect Harmony,Â£34.74,In stock,4,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html,Romance,34.74
Icing (Aces Hockey #2),Â£40.44,In stock,4,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html,Sports and Games,40.44
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Â£45.24,In stock,3,https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,Sequential Art,45.24
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Â£34.96,In stock,4,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,Science Fiction,34.96
"Giant Days, Vol. 1 (Giant Days #1-4)",Â£56.76,In stock,4,https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html,Sequential Art,56.76
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Â£40.28,In stock,5,https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html,Sequential Art,40.28
Frankenstein,Â£38.00,In stock,2,https://books.toscrape.com/catalogue/frankenstein_20/index.html,Default,38.0
Forever Rockers (The Rocker #12),Â£28.80,In stock,3,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,Music,28.8
Fighting Fate (Fighting #6),Â£39.24,In stock,3,https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html,Romance,39.24
Emma,Â£32.93,In stock,2,https://books.toscrape.com/catalogue/emma_17/index.html,Classics,32.93
"Eat, Pray, Love",Â£51.32,In stock,3,https://books.toscrape.com/catalogue/eat-pray-love_16/index.html,Nonfiction,51.32
Deep Under (Walker Security #1),Â£47.09,In stock,5,https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html,Romance,47.09
Choosing Our Religion: The Spiritual Lives of America's Nones,Â£28.42,In stock,4,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,Religion,28.42
Charlie and the Chocolate Factory (Charlie Bucket #1),Â£22.85,In stock,3,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,Childrens,22.85
Charity's Cross (Charles Towne Belles #4),Â£41.24,In stock,1,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html,Romance,41.24
Bright Lines,Â£39.07,In stock,5,https://books.toscrape.com/catalogue/bright-lines_11/index.html,Fiction,39.07
Bridget Jones's Diary (Bridget Jones #1),Â£29.82,In stock,1,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html,Womens Fiction,29.82
Bounty (Colorado Mountain #7),Â£37.26,In stock,4,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html,Romance,37.26
Blood Defense (Samantha Brinkman #1),Â£20.30,In stock,3,https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html,Mystery,20.3
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Â£34.65,In stock,5,https://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,Sequential Art,34.65
Beyond Good and Evil,Â£43.38,In stock,1,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html,Philosophy,43.38
Alice in Wonderland (Alice's Adventures in Wonderland #1),Â£55.53,In stock,1,https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,Classics,55.53
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Â£57.06,In stock,4,https://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,Sequential Art,57.06
A Spy's Devotion (The Regency Spies of London #1),Â£16.97,In stock,5,https://books.toscrape.com/catalogue/a-spys-devotion-the-regency-spies-of-london-1_3/index.html,Historical Fiction,16.97
1st to Die (Women's Murder Club #1),Â£53.98,In stock,1,https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html,Mystery,53.98
"1,000 Places to See Before You Die",Â£26.08,In stock,5,https://books.toscrape.com/catalogue/1000-places-to-see-before-you-die_1/index.html,Travel,26.08
